CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2023,CA-510,Stanislaus County CoC,Under 18,1316
2023,CA-510,Stanislaus County CoC,Unknown,62
2023,CA-511,San Joaquin County CoC,18-24,522
2023,CA-511,San Joaquin County CoC,25-34,1219
2023,CA-511,San Joaquin County CoC,35-44,1225
2023,CA-511,San Joaquin County CoC,45-54,805
2023,CA-511,San Joaquin County CoC,55-64,779
2023,CA-511,San Joaquin County CoC,65+,365
2023,CA-511,San Joaquin County CoC,Under 18,3078
2023,CA-511,San Joaquin County CoC,Unknown,137
2023,CA-512,San Mateo County CoC,18-24,315
2023,CA-512,San Mateo County CoC,25-34,798
2023,CA-512,San Mateo County CoC,35-44,892
2023,CA-512,San Mateo County CoC,45-54,863
2023,CA-512,San Mateo County CoC,55-64,891
2023,CA-512,San Mateo County CoC,65+,448
2023,CA-512,San Mateo County CoC,Under 18,1112
2023,CA-512,San Mateo County CoC,Unknown,110
2023,CA-513,"Kings, Tulare Counties CoC",18-24,303
2023,CA-513,"Kings, Tulare Counties CoC",25-34,628
2023,CA-513,"Kings, Tulare Counties CoC",35-44,730
2023,CA-513,"Kings, Tulare Counties CoC",45-54,565
2023,CA-513,"Kings, Tulare Counties CoC",55-64,450
2023,CA-513,"Kings, Tulare Counties CoC",65+,162
2023,CA-513,"Kings, Tulare Counties CoC",Under 18,1124
2023,CA-513,"Kings, Tulare Counties CoC",Unknown,48
2023,CA-514,"Fresno, Madera Counties CoC",18-24,564
2023,CA-514,"Fresno, Madera Counties CoC",25-34,1641
2023,CA-514,"Fresno, Madera Counties CoC",35-44,2257
2023,CA-514,"Fresno, Madera Counties CoC",45-54,1913
2023,CA-514,"Fresno, Madera Counties CoC",55-64,1515
2023,CA-514,"Fresno, Madera Counties CoC",65+,503
2023,CA-514,"Fresno, Madera Counties CoC",Under 18,1028
2023,CA-514,"Fresno, Madera Counties CoC",Unknown,130
2023,CA-515,Placer County CoC,18-24,181
2023,CA-515,Placer County CoC,25-34,429
2023,CA-515,Placer County CoC,35-44,484
2023,CA-515,Placer County CoC,45-54,379
2023,CA-515,Placer County CoC,55-64,336
2023,CA-515,Placer County CoC,65+,146
2023,CA-515,Placer County CoC,Under 18,322
2023,CA-515,Placer County CoC,Unknown,24
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,129
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,321
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,354
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,263
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,299
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,136
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,452
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,49
2023,CA-517,Napa County CoC,18-24,69
2023,CA-517,Napa County CoC,25-34,146
2023,CA-517,Napa County CoC,35-44,172
2023,CA-517,Napa County CoC,45-54,140
2023,CA-517,Napa County CoC,55-64,144
2023,CA-517,Napa County CoC,65+,49
2023,CA-517,Napa County CoC,Under 18,223
2023,CA-517,Napa County CoC,Unknown,13
2023,CA-518,Solano County CoC,18-24,87
2023,CA-518,Solano County CoC,25-34,199
2023,CA-518,Solano County CoC,35-44,204
2023,CA-518,Solano County CoC,45-54,174
2023,CA-518,Solano County CoC,55-64,237
2023,CA-518,Solano County CoC,65+,104
2023,CA-518,Solano County CoC,Under 18,141
2023,CA-518,Solano County CoC,Unknown,*
2023,CA-519,Butte County CoC,18-24,291
2023,CA-519,Butte County CoC,25-34,661
2023,CA-519,Butte County CoC,35-44,793
2023,CA-519,Butte County CoC,45-54,597
2023,CA-519,Butte County CoC,55-64,552
2023,CA-519,Butte County CoC,65+,282
2023,CA-519,Butte County CoC,Under 18,808
2023,CA-519,Butte County CoC,Unknown,107
2023,CA-520,Merced County CoC,18-24,273
2023,CA-520,Merced County CoC,25-34,583
2023,CA-520,Merced County CoC,35-44,612
2023,CA-520,Merced County CoC,45-54,368
2023,CA-520,Merced County CoC,55-64,324
2023,CA-520,Merced County CoC,65+,128
2023,CA-520,Merced County CoC,Under 18,1296
2023,CA-520,Merced County CoC,Unknown,72
2023,CA-521,Yolo County CoC,18-24,70
2023,CA-521,Yolo County CoC,25-34,181
2023,CA-521,Yolo County CoC,35-44,222
2023,CA-521,Yolo County CoC,45-54,133
2023,CA-521,Yolo County CoC,55-64,136
2023,CA-521,Yolo County CoC,65+,61
2023,CA-521,Yolo County CoC,Under 18,500
2023,CA-521,Yolo County CoC,Unknown,17
2023,CA-522,Humboldt County CoC,18-24,203
2023,CA-522,Humboldt County CoC,25-34,346
2023,CA-522,Humboldt County CoC,35-44,520
2023,CA-522,Humboldt County CoC,45-54,429
2023,CA-522,Humboldt County CoC,55-64,376
2023,CA-522,Humboldt County CoC,65+,167
2023,CA-522,Humboldt County CoC,Under 18,253
2023,CA-522,Humboldt County CoC,Unknown,39
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,38
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,82
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,72
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,48
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,58
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,21
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,156
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,21
2023,CA-524,"Yuba, Sutter Counties CoC",18-24,178
2023,CA-524,"Yuba, Sutter Counties CoC",25-34,418
2023,CA-524,"Yuba, Sutter Counties CoC",35-44,465
2023,CA-524,"Yuba, Sutter Counties CoC",45-54,308
2023,CA-524,"Yuba, Sutter Counties CoC",55-64,294
2023,CA-524,"Yuba, Sutter Counties CoC",65+,130
2023,CA-524,"Yuba, Sutter Counties CoC",Under 18,889
2023,CA-524,"Yuba, Sutter Counties CoC",Unknown,40
2023,CA-525,El Dorado County CoC,18-24,43
2023,CA-525,El Dorado County CoC,25-34,55
2023,CA-525,El Dorado County CoC,35-44,88
2023,CA-525,El Dorado County CoC,45-54,70
2023,CA-525,El Dorado County CoC,55-64,69
2023,CA-525,El Dorado County CoC,65+,41
2023,CA-525,El Dorado County CoC,Under 18,190
2023,CA-525,El Dorado County CoC,Unknown,*
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,57
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,104
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,116
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,93
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,81
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,50
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,207
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,13
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,13
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,11
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,63
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2023,CA-531,Nevada County CoC,18-24,82
2023,CA-531,Nevada County CoC,25-34,193
2023,CA-531,Nevada County CoC,35-44,197
2023,CA-531,Nevada County CoC,45-54,160
2023,CA-531,Nevada County CoC,55-64,168
2023,CA-531,Nevada County CoC,65+,91
2023,CA-531,Nevada County CoC,Under 18,139
2023,CA-531,Nevada County CoC,Unknown,27
2023,CA-600,Los Angeles County CoC,18-24,7201
2023,CA-600,Los Angeles County CoC,25-34,17173
2023,CA-600,Los Angeles County CoC,35-44,17490
2023,CA-600,Los Angeles County CoC,45-54,14139
2023,CA-600,Los Angeles County CoC,55-64,12417
2023,CA-600,Los Angeles County CoC,65+,5030
2023,CA-600,Los Angeles County CoC,Under 18,14157
2023,CA-600,Los Angeles County CoC,Unknown,2923
2023,CA-601,San Diego County CoC,18-24,1850
2023,CA-601,San Diego County CoC,25-34,3856
2023,CA-601,San Diego County CoC,35-44,3969
2023,CA-601,San Diego County CoC,45-54,3554
2023,CA-601,San Diego County CoC,55-64,3495
2023,CA-601,San Diego County CoC,65+,1589
2023,CA-601,San Diego County CoC,Under 18,5404
2023,CA-601,San Diego County CoC,Unknown,472
2023,CA-602,Orange County CoC,18-24,1296
2023,CA-602,Orange County CoC,25-34,3088
2023,CA-602,Orange County CoC,35-44,3129
2023,CA-602,Orange County CoC,45-54,2817
2023,CA-602,Orange County CoC,55-64,2528
2023,CA-602,Orange County CoC,65+,1371
2023,CA-602,Orange County CoC,Under 18,4173
2023,CA-602,Orange County CoC,Unknown,2486
2023,CA-603,Santa Barbara County CoC,18-24,261
2023,CA-603,Santa Barbara County CoC,25-34,568
2023,CA-603,Santa Barbara County CoC,35-44,658
2023,CA-603,Santa Barbara County CoC,45-54,555
2023,CA-603,Santa Barbara County CoC,55-64,619
2023,CA-603,Santa Barbara County CoC,65+,315
2023,CA-603,Santa Barbara County CoC,Under 18,610
2023,CA-603,Santa Barbara County CoC,Unknown,102
2023,CA-604,Kern County CoC,18-24,667
2023,CA-604,Kern County CoC,25-34,1360
2023,CA-604,Kern County CoC,35-44,1443
2023,CA-604,Kern County CoC,45-54,1070
2023,CA-604,Kern County CoC,55-64,887
2023,CA-604,Kern County CoC,65+,315
2023,CA-604,Kern County CoC,Under 18,2034
2023,CA-604,Kern County CoC,Unknown,141
2023,CA-606,Long Beach CoC (Los Angeles County),18-24,279
2023,CA-606,Long Beach CoC (Los Angeles County),25-34,955
2023,CA-606,Long Beach CoC (Los Angeles County),35-44,1100
2023,CA-606,Long Beach CoC (Los Angeles County),45-54,938
2023,CA-606,Long Beach CoC (Los Angeles County),55-64,1029
2023,CA-606,Long Beach CoC (Los Angeles County),65+,527
2023,CA-606,Long Beach CoC (Los Angeles County),Under 18,581
2023,CA-606,Long Beach CoC (Los Angeles County),Unknown,58
2023,CA-607,Pasadena CoC (Los Angeles County),18-24,91
2023,CA-607,Pasadena CoC (Los Angeles County),25-34,208
2023,CA-607,Pasadena CoC (Los Angeles County),35-44,206
2023,CA-607,Pasadena CoC (Los Angeles County),45-54,221
2023,CA-607,Pasadena CoC (Los Angeles County),55-64,251
2023,CA-607,Pasadena CoC (Los Angeles County),65+,112
2023,CA-607,Pasadena CoC (Los Angeles County),Under 18,209
2023,CA-607,Pasadena CoC (Los Angeles County),Unknown,35
2023,CA-608,Riverside County CoC,18-24,665
2023,CA-608,Riverside County CoC,25-34,1857
2023,CA-608,Riverside County CoC,35-44,1911
2023,CA-608,Riverside County CoC,45-54,1485
2023,CA-608,Riverside County CoC,55-64,1381
2023,CA-608,Riverside County CoC,65+,587
2023,CA-608,Riverside County CoC,Under 18,2229
2023,CA-608,Riverside County CoC,Unknown,240
2023,CA-609,San Bernardino County CoC,18-24,685
2023,CA-609,San Bernardino County CoC,25-34,1249
2023,CA-609,San Bernardino County CoC,35-44,1164
2023,CA-609,San Bernardino County CoC,45-54,863
2023,CA-609,San Bernardino County CoC,55-64,854
2023,CA-609,San Bernardino County CoC,65+,380
2023,CA-609,San Bernardino County CoC,Under 18,2619
2023,CA-609,San Bernardino County CoC,Unknown,113
2023,CA-611,Ventura County CoC,18-24,140
2023,CA-611,Ventura County CoC,25-34,345
2023,CA-611,Ventura County CoC,35-44,456
2023,CA-611,Ventura County CoC,45-54,520
2023,CA-611,Ventura County CoC,55-64,591
2023,CA-611,Ventura County CoC,65+,306
2023,CA-611,Ventura County CoC,Under 18,256
2023,CA-611,Ventura County CoC,Unknown,21
2023,CA-612,Glendale CoC (Los Angeles County),18-24,41
2023,CA-612,Glendale CoC (Los Angeles County),25-34,97
2023,CA-612,Glendale CoC (Los Angeles County),35-44,106
2023,CA-612,Glendale CoC (Los Angeles County),45-54,116
2023,CA-612,Glendale CoC (Los Angeles County),55-64,148
2023,CA-612,Glendale CoC (Los Angeles County),65+,93
2023,CA-612,Glendale CoC (Los Angeles County),Under 18,126
2023,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2023,CA-613,Imperial County CoC,18-24,117
2023,CA-613,Imperial County CoC,25-34,208
2023,CA-613,Imperial County CoC,35-44,131
2023,CA-613,Imperial County CoC,45-54,71
2023,CA-613,Imperial County CoC,55-64,59
2023,CA-613,Imperial County CoC,65+,36
2023,CA-613,Imperial County CoC,Under 18,843
2023,CA-613,Imperial County CoC,Unknown,37
2023,CA-614,San Luis Obispo County CoC,18-24,176
2023,CA-614,San Luis Obispo County CoC,25-34,503
2023,CA-614,San Luis Obispo County CoC,35-44,527
2023,CA-614,San Luis Obispo County CoC,45-54,415
2023,CA-614,San Luis Obispo County CoC,55-64,346
2023,CA-614,San Luis Obispo County CoC,65+,183
2023,CA-614,San Luis Obispo County CoC,Under 18,728
2023,CA-614,San Luis Obispo County CoC,Unknown,47
