CALENDAR_YEAR,LOCATION_ID,LOCATION,RACE,RACE ALONE OR IN COMBINATION,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-502,Alameda County CoC,Asian or Asian American,Race Combination,144
2021,CA-502,Alameda County CoC,"Black, African American, or African",Race Alone,5204
2021,CA-502,Alameda County CoC,"Black, African American, or African",Race Combination,694
2021,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Alone,74
2021,CA-502,Alameda County CoC,Hispanic/Latina/e/o,Race Combination,1765
2021,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Alone,151
2021,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,Race Combination,195
2021,CA-502,Alameda County CoC,White,Race Alone,1833
2021,CA-502,Alameda County CoC,White,Race Combination,1548
2021,CA-502,Alameda County CoC,Multiple Race,Race Alone,2298
2021,CA-502,Alameda County CoC,Multiple Race,Race Combination,2298
2021,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,166
2021,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,424
2021,CA-503,Sacramento County CoC,Asian or Asian American,Race Alone,164
2021,CA-503,Sacramento County CoC,Asian or Asian American,Race Combination,139
2021,CA-503,Sacramento County CoC,"Black, African American, or African",Race Alone,4096
2021,CA-503,Sacramento County CoC,"Black, African American, or African",Race Combination,861
2021,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Alone,161
2021,CA-503,Sacramento County CoC,Hispanic/Latina/e/o,Race Combination,1832
2021,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Alone,137
2021,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,Race Combination,110
2021,CA-503,Sacramento County CoC,White,Race Alone,3161
2021,CA-503,Sacramento County CoC,White,Race Combination,1903
2021,CA-503,Sacramento County CoC,Multiple Race,Race Alone,2416
2021,CA-503,Sacramento County CoC,Multiple Race,Race Combination,2416
2021,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,133
2021,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,458
2021,CA-504,Sonoma County CoC,Asian or Asian American,Race Alone,30
2021,CA-504,Sonoma County CoC,Asian or Asian American,Race Combination,33
2021,CA-504,Sonoma County CoC,"Black, African American, or African",Race Alone,277
2021,CA-504,Sonoma County CoC,"Black, African American, or African",Race Combination,104
2021,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Alone,57
2021,CA-504,Sonoma County CoC,Hispanic/Latina/e/o,Race Combination,990
2021,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Alone,40
2021,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,Race Combination,43
2021,CA-504,Sonoma County CoC,White,Race Alone,2092
2021,CA-504,Sonoma County CoC,White,Race Combination,798
2021,CA-504,Sonoma County CoC,Multiple Race,Race Alone,1155
2021,CA-504,Sonoma County CoC,Multiple Race,Race Combination,1155
2021,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,79
2021,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,736
2021,CA-505,Contra Costa County CoC,Asian or Asian American,Race Alone,97
2021,CA-505,Contra Costa County CoC,Asian or Asian American,Race Combination,80
2021,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Alone,2666
2021,CA-505,Contra Costa County CoC,"Black, African American, or African",Race Combination,375
2021,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Alone,54
2021,CA-505,Contra Costa County CoC,Hispanic/Latina/e/o,Race Combination,1460
2021,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Alone,87
2021,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,Race Combination,92
2021,CA-505,Contra Costa County CoC,White,Race Alone,2268
2021,CA-505,Contra Costa County CoC,White,Race Combination,994
2021,CA-505,Contra Costa County CoC,Multiple Race,Race Alone,1765
2021,CA-505,Contra Costa County CoC,Multiple Race,Race Combination,1765
2021,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,23
2021,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,128
2021,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Alone,22
2021,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,Race Combination,43
2021,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Alone,157
2021,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",Race Combination,91
2021,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Alone,65
2021,CA-506,"Monterey, San Benito Counties CoC",Hispanic/Latina/e/o,Race Combination,1398
2021,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,13
2021,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,38
2021,CA-506,"Monterey, San Benito Counties CoC",White,Race Alone,629
2021,CA-506,"Monterey, San Benito Counties CoC",White,Race Combination,1305
2021,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Alone,1475
2021,CA-506,"Monterey, San Benito Counties CoC",Multiple Race,Race Combination,1475
2021,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,16
2021,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,45
2021,CA-507,Marin County CoC,Asian or Asian American,Race Alone,28
2021,CA-507,Marin County CoC,Asian or Asian American,Race Combination,*
2021,CA-507,Marin County CoC,"Black, African American, or African",Race Alone,360
2021,CA-507,Marin County CoC,"Black, African American, or African",Race Combination,89
2021,CA-507,Marin County CoC,Hispanic/Latina/e/o,Race Alone,56
2021,CA-507,Marin County CoC,Hispanic/Latina/e/o,Race Combination,321
2021,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-507,Marin County CoC,White,Race Alone,799
2021,CA-507,Marin County CoC,White,Race Combination,293
2021,CA-507,Marin County CoC,Multiple Race,Race Alone,370
2021,CA-507,Marin County CoC,Multiple Race,Race Combination,370
2021,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,39
2021,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,147
2021,CA-508,Santa Cruz County CoC,Asian or Asian American,Race Alone,13
2021,CA-508,Santa Cruz County CoC,Asian or Asian American,Race Combination,26
2021,CA-508,Santa Cruz County CoC,"Black, African American, or African",Race Alone,111
2021,CA-508,Santa Cruz County CoC,"Black, African American, or African",Race Combination,39
2021,CA-508,Santa Cruz County CoC,Hispanic/Latina/e/o,Race Alone,153
2021,CA-508,Santa Cruz County CoC,Hispanic/Latina/e/o,Race Combination,915
2021,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,Race Alone,15
2021,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,Race Combination,15
2021,CA-508,Santa Cruz County CoC,White,Race Alone,1035
2021,CA-508,Santa Cruz County CoC,White,Race Combination,885
2021,CA-508,Santa Cruz County CoC,Multiple Race,Race Alone,993
2021,CA-508,Santa Cruz County CoC,Multiple Race,Race Combination,993
2021,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,104
2021,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,123
2021,CA-509,Mendocino County CoC,Asian or Asian American,Race Alone,*
2021,CA-509,Mendocino County CoC,Asian or Asian American,Race Combination,*
2021,CA-509,Mendocino County CoC,"Black, African American, or African",Race Alone,31
2021,CA-509,Mendocino County CoC,"Black, African American, or African",Race Combination,17
2021,CA-509,Mendocino County CoC,Hispanic/Latina/e/o,Race Alone,*
2021,CA-509,Mendocino County CoC,Hispanic/Latina/e/o,Race Combination,286
2021,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,Race Combination,11
2021,CA-509,Mendocino County CoC,White,Race Alone,773
2021,CA-509,Mendocino County CoC,White,Race Combination,307
2021,CA-509,Mendocino County CoC,Multiple Race,Race Alone,362
2021,CA-509,Mendocino County CoC,Multiple Race,Race Combination,362
2021,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,56
2021,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,307
2021,CA-510,Stanislaus County CoC,Asian or Asian American,Race Alone,53
2021,CA-510,Stanislaus County CoC,Asian or Asian American,Race Combination,76
2021,CA-510,Stanislaus County CoC,"Black, African American, or African",Race Alone,570
2021,CA-510,Stanislaus County CoC,"Black, African American, or African",Race Combination,229
2021,CA-510,Stanislaus County CoC,Hispanic/Latina/e/o,Race Alone,38
2021,CA-510,Stanislaus County CoC,Hispanic/Latina/e/o,Race Combination,1871
2021,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,Race Alone,27
2021,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,Race Combination,99
2021,CA-510,Stanislaus County CoC,White,Race Alone,1998
2021,CA-510,Stanislaus County CoC,White,Race Combination,1919
2021,CA-510,Stanislaus County CoC,Multiple Race,Race Alone,2137
2021,CA-510,Stanislaus County CoC,Multiple Race,Race Combination,2137
2021,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,47
2021,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,204
2021,CA-511,San Joaquin County CoC,Asian or Asian American,Race Alone,142
2021,CA-511,San Joaquin County CoC,Asian or Asian American,Race Combination,103
2021,CA-511,San Joaquin County CoC,"Black, African American, or African",Race Alone,2163
2021,CA-511,San Joaquin County CoC,"Black, African American, or African",Race Combination,347
2021,CA-511,San Joaquin County CoC,Hispanic/Latina/e/o,Race Alone,66
2021,CA-511,San Joaquin County CoC,Hispanic/Latina/e/o,Race Combination,2237
2021,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,Race Alone,56
2021,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,Race Combination,89
2021,CA-511,San Joaquin County CoC,White,Race Alone,1703
2021,CA-511,San Joaquin County CoC,White,Race Combination,2273
2021,CA-511,San Joaquin County CoC,Multiple Race,Race Alone,2504
2021,CA-511,San Joaquin County CoC,Multiple Race,Race Combination,2504
2021,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,37
2021,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,238
2021,CA-512,San Mateo County CoC,Asian or Asian American,Race Alone,213
2021,CA-512,San Mateo County CoC,Asian or Asian American,Race Combination,54
2021,CA-512,San Mateo County CoC,"Black, African American, or African",Race Alone,829
2021,CA-512,San Mateo County CoC,"Black, African American, or African",Race Combination,128
2021,CA-512,San Mateo County CoC,Hispanic/Latina/e/o,Race Alone,46
2021,CA-512,San Mateo County CoC,Hispanic/Latina/e/o,Race Combination,1458
2021,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,Race Alone,356
2021,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,Race Combination,55
2021,CA-512,San Mateo County CoC,White,Race Alone,1391
2021,CA-512,San Mateo County CoC,White,Race Combination,1296
2021,CA-512,San Mateo County CoC,Multiple Race,Race Alone,1568
2021,CA-512,San Mateo County CoC,Multiple Race,Race Combination,1568
2021,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,48
2021,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,137
2021,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,Race Alone,13
2021,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,Race Combination,19
2021,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",Race Alone,327
2021,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",Race Combination,85
2021,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latina/e/o,Race Alone,18
2021,CA-513,"Kings, Tulare Counties CoC",Hispanic/Latina/e/o,Race Combination,1843
2021,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,19
2021,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,23
2021,CA-513,"Kings, Tulare Counties CoC",White,Race Alone,1083
2021,CA-513,"Kings, Tulare Counties CoC",White,Race Combination,1736
2021,CA-513,"Kings, Tulare Counties CoC",Multiple Race,Race Alone,1903
2021,CA-513,"Kings, Tulare Counties CoC",Multiple Race,Race Combination,1903
2021,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,136
2021,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,247
2021,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,Race Alone,155
2021,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,Race Combination,30
2021,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",Race Alone,1132
2021,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",Race Combination,176
2021,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latina/e/o,Race Alone,67
2021,CA-514,"Fresno, Madera Counties CoC",Hispanic/Latina/e/o,Race Combination,2828
2021,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,32
2021,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,25
2021,CA-514,"Fresno, Madera Counties CoC",White,Race Alone,1593
2021,CA-514,"Fresno, Madera Counties CoC",White,Race Combination,2660
2021,CA-514,"Fresno, Madera Counties CoC",Multiple Race,Race Alone,2954
2021,CA-514,"Fresno, Madera Counties CoC",Multiple Race,Race Combination,2954
2021,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,41
2021,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,111
2021,CA-515,Placer County CoC,Asian or Asian American,Race Alone,25
2021,CA-515,Placer County CoC,Asian or Asian American,Race Combination,29
2021,CA-515,Placer County CoC,"Black, African American, or African",Race Alone,167
2021,CA-515,Placer County CoC,"Black, African American, or African",Race Combination,84
2021,CA-515,Placer County CoC,Hispanic/Latina/e/o,Race Alone,33
2021,CA-515,Placer County CoC,Hispanic/Latina/e/o,Race Combination,345
2021,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,Race Alone,15
2021,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,Race Combination,20
2021,CA-515,Placer County CoC,White,Race Alone,1248
2021,CA-515,Placer County CoC,White,Race Combination,367
2021,CA-515,Placer County CoC,Multiple Race,Race Alone,457
2021,CA-515,Placer County CoC,Multiple Race,Race Combination,457
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,59
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,197
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,Race Alone,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,Race Combination,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",Race Alone,57
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",Race Combination,57
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latina/e/o,Race Alone,12
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Hispanic/Latina/e/o,Race Combination,165
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,12
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,32
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,Race Alone,1219
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,Race Combination,326
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Race,Race Alone,376
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Race,Race Combination,376
2021,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,15
2021,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,63
2021,CA-517,Napa County CoC,Asian or Asian American,Race Alone,14
2021,CA-517,Napa County CoC,Asian or Asian American,Race Combination,*
2021,CA-517,Napa County CoC,"Black, African American, or African",Race Alone,48
2021,CA-517,Napa County CoC,"Black, African American, or African",Race Combination,*
2021,CA-517,Napa County CoC,Hispanic/Latina/e/o,Race Alone,15
2021,CA-517,Napa County CoC,Hispanic/Latina/e/o,Race Combination,233
2021,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-517,Napa County CoC,White,Race Alone,397
2021,CA-517,Napa County CoC,White,Race Combination,193
2021,CA-517,Napa County CoC,Multiple Race,Race Alone,246
2021,CA-517,Napa County CoC,Multiple Race,Race Combination,246
2021,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-518,Solano County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,76
2021,CA-518,Solano County CoC,Asian or Asian American,Race Alone,38
2021,CA-518,Solano County CoC,Asian or Asian American,Race Combination,16
2021,CA-518,Solano County CoC,"Black, African American, or African",Race Alone,643
2021,CA-518,Solano County CoC,"Black, African American, or African",Race Combination,93
2021,CA-518,Solano County CoC,Hispanic/Latina/e/o,Race Alone,*
2021,CA-518,Solano County CoC,Hispanic/Latina/e/o,Race Combination,245
2021,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,Race Alone,22
2021,CA-518,Solano County CoC,Native Hawaiian or Pacific Islander,Race Combination,17
2021,CA-518,Solano County CoC,White,Race Alone,468
2021,CA-518,Solano County CoC,White,Race Combination,271
2021,CA-518,Solano County CoC,Multiple Race,Race Alone,343
2021,CA-518,Solano County CoC,Multiple Race,Race Combination,343
2021,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,73
2021,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,119
2021,CA-519,Butte County CoC,Asian or Asian American,Race Alone,13
2021,CA-519,Butte County CoC,Asian or Asian American,Race Combination,*
2021,CA-519,Butte County CoC,"Black, African American, or African",Race Alone,129
2021,CA-519,Butte County CoC,"Black, African American, or African",Race Combination,75
2021,CA-519,Butte County CoC,Hispanic/Latina/e/o,Race Alone,17
2021,CA-519,Butte County CoC,Hispanic/Latina/e/o,Race Combination,282
2021,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,Race Alone,12
2021,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,Race Combination,30
2021,CA-519,Butte County CoC,White,Race Alone,1361
2021,CA-519,Butte County CoC,White,Race Combination,372
2021,CA-519,Butte County CoC,Multiple Race,Race Alone,418
2021,CA-519,Butte County CoC,Multiple Race,Race Combination,418
2021,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,28
2021,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,134
2021,CA-520,Merced County CoC,Asian or Asian American,Race Alone,35
2021,CA-520,Merced County CoC,Asian or Asian American,Race Combination,*
2021,CA-520,Merced County CoC,"Black, African American, or African",Race Alone,354
2021,CA-520,Merced County CoC,"Black, African American, or African",Race Combination,91
2021,CA-520,Merced County CoC,Hispanic/Latina/e/o,Race Alone,33
2021,CA-520,Merced County CoC,Hispanic/Latina/e/o,Race Combination,1151
2021,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-520,Merced County CoC,White,Race Alone,662
2021,CA-520,Merced County CoC,White,Race Combination,1078
2021,CA-520,Merced County CoC,Multiple Race,Race Alone,1216
2021,CA-520,Merced County CoC,Multiple Race,Race Combination,1216
2021,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,27
2021,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,56
2021,CA-521,Yolo County CoC,Asian or Asian American,Race Alone,12
2021,CA-521,Yolo County CoC,Asian or Asian American,Race Combination,13
2021,CA-521,Yolo County CoC,"Black, African American, or African",Race Alone,266
2021,CA-521,Yolo County CoC,"Black, African American, or African",Race Combination,51
2021,CA-521,Yolo County CoC,Hispanic/Latina/e/o,Race Alone,53
2021,CA-521,Yolo County CoC,Hispanic/Latina/e/o,Race Combination,430
2021,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,Race Combination,14
2021,CA-521,Yolo County CoC,White,Race Alone,529
2021,CA-521,Yolo County CoC,White,Race Combination,407
2021,CA-521,Yolo County CoC,Multiple Race,Race Alone,477
2021,CA-521,Yolo County CoC,Multiple Race,Race Combination,477
2021,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,105
2021,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,136
2021,CA-522,Humboldt County CoC,Asian or Asian American,Race Alone,*
2021,CA-522,Humboldt County CoC,Asian or Asian American,Race Combination,*
2021,CA-522,Humboldt County CoC,"Black, African American, or African",Race Alone,56
2021,CA-522,Humboldt County CoC,"Black, African American, or African",Race Combination,30
2021,CA-522,Humboldt County CoC,Hispanic/Latina/e/o,Race Alone,14
2021,CA-522,Humboldt County CoC,Hispanic/Latina/e/o,Race Combination,104
2021,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-522,Humboldt County CoC,White,Race Alone,943
2021,CA-522,Humboldt County CoC,White,Race Combination,175
2021,CA-522,Humboldt County CoC,Multiple Race,Race Alone,223
2021,CA-522,Humboldt County CoC,Multiple Race,Race Combination,223
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,20
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,56
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,Race Alone,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Asian or Asian American,Race Combination,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",Race Alone,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",Race Combination,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Hispanic/Latina/e/o,Race Combination,203
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,Race Alone,390
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,Race Combination,215
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Race,Race Alone,242
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Race,Race Combination,242
2021,CA-524,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,69
2021,CA-524,"Yuba, Sutter Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,65
2021,CA-524,"Yuba, Sutter Counties CoC",Asian or Asian American,Race Alone,25
2021,CA-524,"Yuba, Sutter Counties CoC",Asian or Asian American,Race Combination,*
2021,CA-524,"Yuba, Sutter Counties CoC","Black, African American, or African",Race Alone,171
2021,CA-524,"Yuba, Sutter Counties CoC","Black, African American, or African",Race Combination,42
2021,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latina/e/o,Race Alone,329
2021,CA-524,"Yuba, Sutter Counties CoC",Hispanic/Latina/e/o,Race Combination,196
2021,CA-524,"Yuba, Sutter Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,14
2021,CA-524,"Yuba, Sutter Counties CoC",Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-524,"Yuba, Sutter Counties CoC",White,Race Alone,1204
2021,CA-524,"Yuba, Sutter Counties CoC",White,Race Combination,220
2021,CA-524,"Yuba, Sutter Counties CoC",Multiple Race,Race Alone,256
2021,CA-524,"Yuba, Sutter Counties CoC",Multiple Race,Race Combination,256
2021,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",Race Combination,12
2021,CA-525,El Dorado County CoC,Asian or Asian American,Race Alone,*
2021,CA-525,El Dorado County CoC,Asian or Asian American,Race Combination,*
2021,CA-525,El Dorado County CoC,"Black, African American, or African",Race Alone,17
2021,CA-525,El Dorado County CoC,"Black, African American, or African",Race Combination,*
2021,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Alone,*
2021,CA-525,El Dorado County CoC,Hispanic/Latina/e/o,Race Combination,41
2021,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Alone,*
2021,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,Race Combination,*
2021,CA-525,El Dorado County CoC,White,Race Alone,247
2021,CA-525,El Dorado County CoC,White,Race Combination,46
2021,CA-525,El Dorado County CoC,Multiple Race,Race Alone,54
2021,CA-525,El Dorado County CoC,Multiple Race,Race Combination,54
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Alone,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",Race Combination,32
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Alone,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,Race Combination,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Alone,18
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",Race Combination,17
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Alone,*
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Hispanic/Latina/e/o,Race Combination,108
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,Race Alone,*
