,AGE,GENDER,VETERAN,INCOME,NIGHTS,substanceabuse,completed,probation,assistancetype,required,AT_RISK_OF_HOMELESSNESS,INCOME_PER_NIGHT,AGE_GROUP
2774,22,Female,No,15500,256,0,0,0,noassistance,1,0,60.55,18-25
2775,36,Female,No,33500,282,1,1,0,tempassistance,1,0,118.79,26-40
2776,51,Female,No,2500,220,0,0,0,noassistance,0,0,11.36,41-55
2777,27,Male,No,38500,83,0,1,0,permassistance,1,0,463.86,26-40
2778,42,Other,No,24500,107,0,1,0,noassistance,1,0,228.97,41-55
2779,19,Female,No,1000,69,0,0,1,permassistance,1,0,14.49,18-25
2780,28,Female,No,2500,97,0,0,0,noassistance,0,0,25.77,26-40
2781,67,Female,No,27000,212,0,1,0,tempassistance,1,1,127.36,56-70
2782,48,Female,No,39500,286,0,1,0,noassistance,1,0,138.11,41-55
2783,32,Female,No,13500,237,0,0,1,noassistance,1,1,56.96,26-40
2784,26,Female,Yes,4000,8,0,0,1,tempassistance,1,0,500.0,26-40
2785,40,Female,Yes,42000,294,1,0,0,tempassistance,1,1,142.86,26-40
2786,36,Female,Yes,29500,189,0,1,0,noassistance,0,0,156.08,26-40
2787,26,Female,No,16000,81,0,0,1,tempassistance,0,0,197.53,26-40
2788,52,Female,No,18000,108,0,1,0,tempassistance,1,0,166.67,41-55
2789,38,Female,No,500,321,1,1,0,noassistance,1,0,1.56,26-40
2790,26,Other,No,27000,67,0,1,0,noassistance,0,0,402.99,26-40
2791,45,Female,No,10000,174,0,1,0,tempassistance,1,0,57.47,41-55
2792,63,Male,No,50000,346,0,0,0,noassistance,1,0,144.51,56-70
2793,68,Male,Yes,18000,351,1,0,0,noassistance,0,0,51.28,56-70
2794,24,Male,Yes,18000,328,0,0,0,noassistance,0,0,54.88,18-25
2795,33,Male,No,23000,43,0,0,1,noassistance,1,0,534.88,26-40
2796,33,Male,No,45000,187,0,0,0,noassistance,1,0,240.64,26-40
2797,50,Male,No,38000,302,1,1,0,tempassistance,1,0,125.83,41-55
2798,21,Female,No,16000,200,0,1,0,noassistance,0,0,80.0,18-25
2799,21,Female,No,32500,39,0,0,0,tempassistance,0,0,833.33,18-25
2800,56,Other,No,24500,220,0,0,1,tempassistance,1,0,111.36,56-70
2801,57,Male,Yes,18500,307,0,0,0,noassistance,0,1,60.26,56-70
2802,34,Male,No,0,4,0,1,1,tempassistance,0,0,0.0,26-40
2803,54,Male,No,16500,121,1,1,1,noassistance,1,0,136.36,41-55
2804,56,Male,Yes,3000,336,1,0,1,noassistance,1,0,8.93,56-70
2805,69,Male,No,45000,77,0,1,0,tempassistance,1,0,584.42,56-70
2806,46,Male,No,8500,179,0,0,0,tempassistance,0,0,47.49,41-55
2807,69,Male,No,47500,133,0,0,0,noassistance,1,0,357.14,56-70
2808,53,Male,No,21000,311,0,0,0,noassistance,1,0,67.52,41-55
2809,55,Male,No,27000,229,0,1,0,noassistance,1,1,117.9,41-55
2810,56,Male,No,21500,276,0,0,0,noassistance,1,1,77.9,56-70
2811,67,Male,No,0,152,0,0,0,tempassistance,1,1,0.0,56-70
2812,54,Female,No,11000,164,0,0,0,tempassistance,1,0,67.07,41-55
2813,69,Female,No,0,290,1,0,0,noassistance,1,0,0.0,56-70
2814,52,Male,No,26500,109,0,1,0,tempassistance,1,0,243.12,41-55
2815,24,Male,Yes,15500,126,1,0,1,noassistance,1,1,123.02,18-25
2816,44,Female,No,36500,240,1,1,0,permassistance,1,0,152.08,41-55
2817,45,Female,No,1500,310,1,0,1,noassistance,1,0,4.84,41-55
2818,39,Male,No,0,345,0,0,1,noassistance,1,0,0.0,26-40
2819,31,Male,No,13000,146,0,0,0,noassistance,1,1,89.04,26-40
2820,24,Male,No,45500,252,0,0,0,noassistance,1,0,180.56,18-25
2821,54,Male,No,32000,183,1,0,0,noassistance,1,0,174.86,41-55
2822,39,Female,No,14000,309,0,0,0,noassistance,0,1,45.31,26-40
2823,22,Female,No,20000,306,1,1,0,noassistance,1,0,65.36,18-25
2824,19,Female,No,0,72,0,1,0,noassistance,1,1,0.0,18-25
2825,44,Male,No,49500,219,0,1,0,noassistance,1,0,226.03,41-55
2826,38,Female,No,29500,207,0,0,0,noassistance,1,0,142.51,26-40
2827,55,Male,No,5500,173,1,0,1,tempassistance,1,0,31.79,41-55
2828,32,Male,No,24500,141,0,0,0,tempassistance,1,0,173.76,26-40
2829,38,Male,No,0,272,0,1,0,tempassistance,1,0,0.0,26-40
2830,27,Male,No,48000,214,0,1,0,tempassistance,0,0,224.3,26-40
2831,40,Female,No,0,269,0,1,0,permassistance,1,0,0.0,26-40
2832,56,Male,No,28500,20,0,0,0,tempassistance,1,0,1425.0,56-70
2833,22,Female,No,3000,66,0,0,0,noassistance,0,0,45.45,18-25
2834,18,Female,No,32500,303,0,0,0,noassistance,1,0,107.26,18-25
2835,30,Female,No,36500,147,0,0,0,tempassistance,1,0,248.3,26-40
2836,38,Female,No,30000,165,1,0,0,tempassistance,1,0,181.82,26-40
2837,43,Male,No,26000,310,1,0,1,noassistance,1,0,83.87,41-55
2838,67,Male,No,43500,6,0,0,0,noassistance,1,0,7250.0,56-70
2839,62,Female,No,0,14,0,0,0,noassistance,1,0,0.0,56-70
2840,38,Female,No,8500,132,0,0,0,noassistance,1,0,64.39,26-40
2841,35,Male,No,3500,342,1,1,0,noassistance,0,0,10.23,26-40
2842,54,Male,No,49500,243,0,0,0,permassistance,1,0,203.7,41-55
2843,62,Female,No,12000,231,0,0,0,tempassistance,0,0,51.95,56-70
2844,49,Male,No,33500,228,0,1,0,noassistance,1,0,146.93,41-55
2845,53,Male,Yes,30500,162,0,1,1,tempassistance,1,0,188.27,41-55
2846,34,Male,No,1000,283,0,0,0,noassistance,0,0,3.53,26-40
2847,52,Female,No,2500,263,1,1,0,noassistance,0,0,9.51,41-55
2848,66,Male,No,5500,131,0,0,0,noassistance,0,0,41.98,56-70
2849,28,Male,No,13500,225,0,0,0,tempassistance,1,0,60.0,26-40
2850,38,Male,No,2500,258,0,0,0,noassistance,0,0,9.69,26-40
2851,69,Male,No,0,234,1,0,0,noassistance,1,0,0.0,56-70
2852,43,Male,No,42500,336,0,1,0,noassistance,0,0,126.49,41-55
2853,21,Female,No,48000,316,0,0,0,tempassistance,0,0,151.9,18-25
2854,51,Male,No,9000,24,0,0,0,noassistance,1,0,375.0,41-55
2855,69,Male,No,9000,271,1,1,0,noassistance,1,0,33.21,56-70
2856,65,Male,No,0,95,0,0,1,noassistance,0,0,0.0,56-70
2857,35,Female,No,30500,142,0,1,0,noassistance,1,0,214.79,26-40
2858,57,Female,No,39500,182,0,0,0,noassistance,1,0,217.03,56-70
2859,52,Male,No,0,206,1,0,0,tempassistance,1,0,0.0,41-55
2860,58,Male,Yes,0,81,0,0,0,tempassistance,1,0,0.0,56-70
2861,46,Female,No,37000,274,0,1,0,noassistance,1,0,135.04,41-55
2862,69,Male,No,26500,276,0,1,0,noassistance,1,0,96.01,56-70
2863,46,Female,No,0,208,0,0,0,tempassistance,1,0,0.0,41-55
2864,55,Other,No,26500,296,0,0,0,noassistance,1,0,89.53,41-55
2865,59,Male,Yes,7000,39,1,1,0,permassistance,1,1,179.49,56-70
2866,38,Female,No,11000,288,0,1,0,tempassistance,1,0,38.19,26-40
2867,59,Male,No,36000,124,1,1,0,noassistance,0,0,290.32,56-70
2868,30,Male,No,38500,364,0,0,0,tempassistance,1,0,105.77,26-40
2869,66,Female,No,13000,283,1,1,0,tempassistance,0,0,45.94,56-70
2870,58,Male,No,47000,180,0,0,1,permassistance,0,0,261.11,56-70
2871,34,Female,Yes,13000,97,0,1,0,noassistance,1,1,134.02,26-40
2872,26,Male,No,36000,191,0,0,0,tempassistance,1,0,188.48,26-40
2873,58,Female,No,18000,74,0,1,0,permassistance,0,0,243.24,56-70
2874,18,Female,No,44000,273,0,0,0,tempassistance,1,0,161.17,18-25
2875,19,Female,No,44500,49,0,1,0,tempassistance,1,0,908.16,18-25
2876,65,Female,No,0,337,0,1,0,tempassistance,1,0,0.0,56-70
2877,46,Male,No,46500,210,0,1,0,tempassistance,1,0,221.43,41-55
2878,50,Female,No,39500,116,1,1,0,tempassistance,1,0,340.52,41-55
2879,27,Female,No,37000,23,0,1,1,noassistance,1,0,1608.7,26-40
2880,67,Male,No,500,98,1,1,1,permassistance,1,0,5.1,56-70
2881,57,Male,No,38000,328,1,0,0,tempassistance,1,0,115.85,56-70
2882,38,Male,No,41000,313,0,0,0,tempassistance,0,0,130.99,26-40
2883,45,Male,No,6000,190,0,1,0,tempassistance,1,0,31.58,41-55
2884,28,Male,No,47500,182,0,1,0,noassistance,1,0,260.99,26-40
2885,51,Female,No,0,148,0,0,1,tempassistance,0,0,0.0,41-55
2886,25,Female,No,0,342,0,1,0,tempassistance,1,0,0.0,18-25
2887,39,Male,No,21500,23,0,0,0,permassistance,1,0,934.78,26-40
2888,25,Female,No,23500,105,0,0,0,noassistance,0,0,223.81,18-25
2889,66,Female,No,28000,163,0,1,0,tempassistance,0,1,171.78,56-70
2890,32,Female,Yes,0,67,0,1,0,noassistance,1,1,0.0,26-40
2891,34,Female,Yes,48000,290,1,1,0,tempassistance,1,1,165.52,26-40
2892,40,Male,No,0,289,0,1,0,tempassistance,1,0,0.0,26-40
2893,41,Male,Yes,0,46,0,0,1,noassistance,1,0,0.0,41-55
2894,62,Male,No,0,81,0,0,0,noassistance,1,1,0.0,56-70
2895,36,Male,No,23000,147,0,1,0,noassistance,1,0,156.46,26-40
2896,22,Female,No,46000,222,0,1,0,tempassistance,1,1,207.21,18-25
2897,49,Female,No,29500,343,0,0,0,noassistance,1,0,86.01,41-55
2898,61,Other,No,39000,15,0,1,0,tempassistance,1,0,2600.0,56-70
2899,18,Female,No,0,121,0,1,1,noassistance,0,0,0.0,18-25
2900,40,Female,No,21500,78,0,1,0,noassistance,0,0,275.64,26-40
2901,54,Male,No,16500,322,0,1,1,tempassistance,0,0,51.24,41-55
2902,25,Male,No,19000,295,0,0,0,noassistance,1,1,64.41,18-25
2903,30,Female,No,0,241,0,0,0,noassistance,1,0,0.0,26-40
2904,25,Male,Yes,30500,18,0,1,0,tempassistance,0,0,1694.44,18-25
2905,40,Other,No,19000,256,1,1,0,noassistance,1,0,74.22,26-40
2906,60,Female,No,35500,277,0,0,0,noassistance,1,0,128.16,56-70
2907,18,Male,No,18000,27,0,1,0,tempassistance,1,0,666.67,18-25
2908,62,Female,No,0,2,0,1,0,noassistance,1,0,0.0,56-70
2909,68,Male,Yes,28500,353,1,0,0,permassistance,0,0,80.74,56-70
2910,41,Male,No,0,295,1,1,0,noassistance,1,0,0.0,41-55
2911,52,Male,Yes,42500,312,1,0,0,noassistance,1,0,136.22,41-55
2912,41,Female,No,26000,363,0,0,0,noassistance,1,0,71.63,41-55
2913,34,Female,No,0,239,1,1,1,tempassistance,1,0,0.0,26-40
2914,22,Female,No,48000,13,0,0,0,noassistance,1,0,3692.31,18-25
2915,37,Male,No,20000,184,0,0,0,tempassistance,0,0,108.7,26-40
2916,38,Female,No,0,194,0,1,0,tempassistance,1,0,0.0,26-40
2917,57,Female,No,27000,56,0,1,0,tempassistance,0,0,482.14,56-70
2918,48,Female,No,3500,230,0,0,0,noassistance,1,0,15.22,41-55
2919,63,Female,No,38000,28,0,0,1,noassistance,1,0,1357.14,56-70
2920,53,Female,No,39000,320,1,0,0,tempassistance,0,1,121.88,41-55
2921,28,Male,No,49000,71,1,1,1,noassistance,0,0,690.14,26-40
2922,69,Female,No,19000,210,0,0,0,tempassistance,0,0,90.48,56-70
2923,32,Female,No,16000,184,0,0,0,noassistance,1,0,86.96,26-40
2924,36,Male,No,35000,356,1,0,1,noassistance,1,0,98.31,26-40
2925,24,Male,No,0,41,1,0,0,tempassistance,1,0,0.0,18-25
2926,68,Female,No,22000,260,0,0,0,tempassistance,1,1,84.62,56-70
2927,45,Female,No,22000,344,0,0,1,tempassistance,1,0,63.95,41-55
2928,68,Male,No,0,84,0,1,0,tempassistance,1,0,0.0,56-70
2929,60,Female,No,14000,46,0,1,0,noassistance,0,0,304.35,56-70
2930,22,Male,No,41000,159,0,0,0,tempassistance,1,0,257.86,18-25
2931,22,Female,No,41500,344,0,1,0,noassistance,1,0,120.64,18-25
2932,47,Female,No,0,7,0,1,0,noassistance,1,0,0.0,41-55
2933,49,Female,No,0,333,0,0,1,noassistance,1,1,0.0,41-55
2934,25,Male,No,4000,136,1,0,0,tempassistance,0,0,29.41,18-25
2935,27,Male,No,42500,183,0,0,0,noassistance,1,0,232.24,26-40
2936,55,Female,No,0,197,0,1,0,noassistance,0,0,0.0,41-55
2937,64,Male,No,32500,172,1,1,0,noassistance,0,0,188.95,56-70
2938,49,Female,No,0,349,0,1,0,noassistance,0,0,0.0,41-55
2939,65,Female,Yes,26500,276,0,1,1,tempassistance,0,1,96.01,56-70
2940,45,Male,No,10000,78,0,1,0,tempassistance,1,0,128.21,41-55
2941,34,Female,No,37000,178,1,1,0,noassistance,1,0,207.87,26-40
2942,48,Male,No,2500,27,1,1,0,noassistance,1,0,92.59,41-55
2943,25,Male,No,27500,120,0,0,0,noassistance,1,0,229.17,18-25
2944,57,Male,No,2500,281,1,0,0,tempassistance,0,0,8.9,56-70
2945,42,Male,No,32500,308,0,1,0,noassistance,0,0,105.52,41-55
2946,26,Female,No,42500,196,1,1,0,tempassistance,1,0,216.84,26-40
2947,19,Female,No,0,277,1,0,0,tempassistance,1,1,0.0,18-25
2948,32,Female,No,42000,18,0,1,0,permassistance,1,0,2333.33,26-40
2949,67,Female,No,25000,295,1,1,0,tempassistance,1,0,84.75,56-70
2950,20,Male,No,0,271,0,1,0,permassistance,1,1,0.0,18-25
2951,66,Female,Yes,14500,53,0,0,1,noassistance,1,1,273.58,56-70
2952,53,Male,No,0,294,1,1,1,noassistance,1,0,0.0,41-55
2953,21,Female,No,31500,52,0,0,1,noassistance,1,0,605.77,18-25
2954,31,Male,No,35000,216,0,0,1,noassistance,1,0,162.04,26-40
2955,58,Male,No,0,72,0,1,0,tempassistance,1,0,0.0,56-70
2956,58,Male,No,19500,28,1,1,1,noassistance,1,0,696.43,56-70
2957,42,Female,No,38500,252,1,0,0,noassistance,0,0,152.78,41-55
2958,67,Male,No,46500,35,0,1,1,noassistance,1,0,1328.57,56-70
2959,27,Female,No,20000,201,0,0,0,noassistance,1,0,99.5,26-40
2960,38,Female,No,47000,249,1,1,1,tempassistance,0,1,188.76,26-40
2961,53,Female,No,21000,99,0,1,0,tempassistance,1,0,212.12,41-55
2962,29,Male,No,12500,308,1,0,0,tempassistance,1,0,40.58,26-40
2963,44,Female,No,41000,140,1,0,0,noassistance,1,0,292.86,41-55
2964,57,Male,No,18500,83,0,1,1,permassistance,1,0,222.89,56-70
2965,19,Other,No,17000,48,0,0,0,noassistance,1,1,354.17,18-25
2966,30,Female,No,18500,278,0,0,1,permassistance,1,0,66.55,26-40
2967,49,Female,No,40500,248,0,0,0,noassistance,1,0,163.31,41-55
2968,48,Male,Yes,39500,177,0,0,0,tempassistance,1,0,223.16,41-55
2969,33,Female,No,13000,52,1,1,0,tempassistance,1,0,250.0,26-40
2970,49,Male,No,8500,79,1,0,0,permassistance,1,0,107.59,41-55
2971,49,Female,No,18500,322,0,1,0,noassistance,1,0,57.45,41-55
2972,51,Male,No,23500,64,1,0,0,tempassistance,1,0,367.19,41-55
2973,28,Female,No,2500,8,0,1,0,noassistance,1,0,312.5,26-40
2974,27,Female,No,37500,214,0,1,0,tempassistance,1,0,175.23,26-40
2975,32,Male,No,18000,25,0,0,0,noassistance,1,0,720.0,26-40
2976,34,Female,No,8500,256,1,1,1,tempassistance,1,0,33.2,26-40
2977,57,Female,No,0,243,0,0,0,noassistance,1,0,0.0,56-70
2978,35,Female,No,2500,198,0,1,0,tempassistance,1,0,12.63,26-40
2979,26,Female,No,47000,94,0,1,0,noassistance,0,0,500.0,26-40
2980,42,Male,No,7000,207,0,1,1,permassistance,1,0,33.82,41-55
2981,57,Male,No,0,15,0,1,0,noassistance,1,0,0.0,56-70
2982,31,Male,No,16500,178,0,0,0,noassistance,1,0,92.7,26-40
2983,42,Male,No,7000,75,1,0,0,tempassistance,1,0,93.33,41-55
2984,67,Female,No,0,104,0,0,1,tempassistance,1,0,0.0,56-70
2985,39,Female,Yes,8000,294,0,1,0,noassistance,0,0,27.21,26-40
2986,69,Male,No,22000,168,0,1,0,noassistance,1,0,130.95,56-70
2987,47,Male,No,22000,115,1,0,0,tempassistance,0,0,191.3,41-55
2988,37,Female,No,10000,39,0,0,1,permassistance,1,0,256.41,26-40
2989,38,Female,No,15500,364,1,0,0,tempassistance,1,0,42.58,26-40
2990,61,Male,No,48000,273,1,0,0,tempassistance,0,0,175.82,56-70
2991,49,Male,Yes,11500,135,1,0,0,permassistance,1,0,85.19,41-55
2992,68,Male,No,4000,232,1,1,1,noassistance,1,0,17.24,56-70
2993,63,Female,No,3000,39,0,1,0,permassistance,1,0,76.92,56-70
2994,66,Male,No,16500,291,0,1,0,noassistance,0,0,56.7,56-70
2995,38,Female,No,35000,307,0,1,0,noassistance,1,1,114.01,26-40
2996,52,Female,No,500,47,1,1,0,tempassistance,1,0,10.64,41-55
2997,49,Male,No,32000,36,1,1,0,noassistance,1,0,888.89,41-55
2998,47,Female,No,0,320,1,0,0,noassistance,1,0,0.0,41-55
2999,56,Female,No,14000,95,0,0,1,tempassistance,1,0,147.37,56-70
3000,66,Other,No,36000,361,0,0,0,tempassistance,1,0,99.72,56-70
3001,29,Male,No,9000,13,0,1,0,noassistance,1,0,692.31,26-40
3002,58,Male,Yes,23000,146,0,1,1,noassistance,0,1,157.53,56-70
3003,64,Female,No,500,65,0,1,0,tempassistance,1,0,7.69,56-70
3004,35,Female,No,34000,228,0,1,0,tempassistance,0,0,149.12,26-40
3005,38,Male,No,0,242,1,0,0,tempassistance,1,0,0.0,26-40
3006,30,Male,No,41000,8,0,1,1,tempassistance,1,0,5125.0,26-40
3007,38,Male,No,0,304,0,1,1,permassistance,0,0,0.0,26-40
3008,25,Female,No,42500,341,0,1,0,noassistance,1,0,124.63,18-25
3009,63,Female,No,10000,43,0,1,0,noassistance,1,1,232.56,56-70
3010,57,Other,No,33000,244,1,1,0,tempassistance,1,0,135.25,56-70
3011,63,Male,Yes,7500,181,0,0,1,noassistance,1,0,41.44,56-70
3012,24,Female,No,44500,85,0,0,0,tempassistance,0,0,523.53,18-25
3013,40,Female,No,0,155,0,1,0,tempassistance,1,0,0.0,26-40
3014,61,Female,No,0,275,1,1,0,noassistance,0,0,0.0,56-70
3015,49,Female,No,18500,23,0,0,0,tempassistance,0,0,804.35,41-55
3016,28,Female,No,0,115,0,1,0,tempassistance,1,0,0.0,26-40
3017,39,Female,No,0,306,0,1,0,noassistance,0,0,0.0,26-40
3018,39,Male,Yes,46500,299,0,0,1,tempassistance,1,0,155.52,26-40
3019,60,Female,No,49000,99,1,0,1,noassistance,1,0,494.95,56-70
3020,42,Other,No,11500,104,0,0,0,tempassistance,0,0,110.58,41-55
3021,39,Female,No,45500,51,0,0,0,tempassistance,1,0,892.16,26-40
3022,45,Male,No,22000,362,0,0,0,noassistance,1,0,60.77,41-55
3023,46,Female,No,4500,112,1,0,1,noassistance,1,0,40.18,41-55
3024,30,Male,No,31500,244,0,0,1,permassistance,1,0,129.1,26-40
3025,35,Other,No,29000,169,1,1,0,noassistance,1,0,171.6,26-40
3026,19,Male,No,49500,72,0,1,0,noassistance,1,1,687.5,18-25
3027,46,Male,Yes,4500,139,1,1,0,noassistance,1,1,32.37,41-55
3028,38,Female,No,30000,336,1,1,1,tempassistance,0,0,89.29,26-40
3029,32,Male,No,0,231,0,1,0,noassistance,1,1,0.0,26-40
3030,69,Male,No,0,239,0,1,1,noassistance,1,0,0.0,56-70
3031,44,Other,No,0,253,0,1,1,noassistance,1,0,0.0,41-55
3032,67,Female,No,50000,49,1,0,0,permassistance,0,0,1020.41,56-70
3033,48,Other,No,38000,303,0,1,1,tempassistance,1,0,125.41,41-55
3034,32,Female,No,37000,72,0,1,0,noassistance,0,0,513.89,26-40
3035,68,Female,Yes,19500,263,0,0,0,permassistance,1,0,74.14,56-70
3036,40,Female,No,6500,322,0,0,0,noassistance,1,0,20.19,26-40
3037,41,Female,No,0,222,0,1,0,noassistance,1,0,0.0,41-55
3038,61,Male,No,5500,77,1,0,0,noassistance,1,0,71.43,56-70
3039,30,Male,No,11000,62,1,0,0,permassistance,1,1,177.42,26-40
3040,39,Male,No,35000,157,0,1,0,permassistance,1,0,222.93,26-40
3041,60,Male,No,21500,294,0,1,1,noassistance,1,0,73.13,56-70
3042,54,Male,No,0,125,0,1,1,noassistance,0,0,0.0,41-55
3043,50,Male,No,0,229,1,1,0,noassistance,0,0,0.0,41-55
3044,20,Female,Yes,0,340,0,1,0,noassistance,1,0,0.0,18-25
3045,36,Male,Yes,13500,161,0,0,0,tempassistance,0,1,83.85,26-40
3046,40,Male,Yes,46000,29,0,1,0,noassistance,1,1,1586.21,26-40
3047,46,Male,No,27500,114,1,0,0,noassistance,1,0,241.23,41-55
3048,47,Male,No,38000,79,0,1,0,noassistance,1,0,481.01,41-55
3049,56,Male,No,17000,23,0,0,0,noassistance,1,0,739.13,56-70
3050,61,Female,No,10500,106,0,0,0,tempassistance,0,0,99.06,56-70
3051,64,Female,No,0,131,0,0,1,tempassistance,1,0,0.0,56-70
3052,42,Male,No,42500,357,0,1,0,tempassistance,1,0,119.05,41-55
3053,54,Male,No,36500,173,0,1,0,permassistance,1,0,210.98,41-55
3054,64,Male,No,0,264,0,0,0,tempassistance,1,0,0.0,56-70
3055,25,Female,No,20000,342,1,0,0,noassistance,1,0,58.48,18-25
3056,59,Female,No,18000,285,0,1,0,tempassistance,1,0,63.16,56-70
3057,33,Male,No,27000,2,0,1,1,noassistance,1,0,13500.0,26-40
3058,25,Female,No,47000,233,0,0,1,tempassistance,0,0,201.72,18-25
3059,18,Male,No,24000,251,0,0,0,tempassistance,1,0,95.62,18-25
3060,61,Female,No,21500,321,0,0,1,permassistance,1,0,66.98,56-70
3061,22,Female,No,0,108,1,1,0,tempassistance,1,0,0.0,18-25
3062,20,Male,No,0,276,0,0,0,noassistance,1,0,0.0,18-25
3063,18,Female,No,0,180,1,0,0,tempassistance,1,0,0.0,18-25
3064,21,Male,No,0,213,1,0,0,permassistance,0,0,0.0,18-25
3065,57,Male,No,34000,293,0,1,0,noassistance,0,0,116.04,56-70
3066,52,Female,No,33000,72,1,1,1,tempassistance,0,0,458.33,41-55
3067,49,Male,No,0,283,0,1,0,tempassistance,1,1,0.0,41-55
3068,59,Male,No,40000,175,0,1,0,tempassistance,1,0,228.57,56-70
3069,51,Female,No,0,123,1,1,0,permassistance,0,0,0.0,41-55
3070,60,Female,No,6500,227,0,0,0,tempassistance,0,0,28.63,56-70
3071,42,Female,No,3500,301,0,1,0,permassistance,1,0,11.63,41-55
3072,27,Male,No,11000,83,0,0,0,noassistance,0,0,132.53,26-40
3073,38,Male,No,3500,253,0,1,0,noassistance,0,0,13.83,26-40
3074,63,Male,No,18500,146,0,1,0,tempassistance,1,0,126.71,56-70
3075,56,Male,No,13000,120,1,1,0,tempassistance,1,0,108.33,56-70
3076,44,Male,No,49500,65,0,1,0,tempassistance,1,0,761.54,41-55
3077,44,Male,No,0,281,1,1,0,noassistance,0,0,0.0,41-55
3078,19,Male,No,0,283,0,1,0,tempassistance,1,0,0.0,18-25
3079,58,Female,No,0,106,0,0,0,noassistance,1,0,0.0,56-70
3080,65,Male,No,27000,300,0,1,0,noassistance,1,0,90.0,56-70
3081,30,Male,No,0,107,0,0,0,tempassistance,1,1,0.0,26-40
3082,26,Male,No,40000,36,0,1,0,noassistance,1,0,1111.11,26-40
3083,69,Male,No,19500,147,1,0,0,tempassistance,1,0,132.65,56-70
3084,53,Female,No,20500,262,0,0,1,tempassistance,0,0,78.24,41-55
3085,39,Male,No,23000,159,0,1,1,tempassistance,0,0,144.65,26-40
3086,59,Female,No,0,265,0,0,0,tempassistance,0,0,0.0,56-70
3087,43,Male,No,0,202,0,0,0,noassistance,1,0,0.0,41-55
3088,29,Female,No,7500,155,0,1,0,noassistance,1,0,48.39,26-40
3089,34,Male,No,25000,13,0,1,0,tempassistance,0,0,1923.08,26-40
3090,31,Male,No,1000,297,1,0,0,noassistance,1,0,3.37,26-40
3091,31,Male,No,0,322,1,1,0,permassistance,1,0,0.0,26-40
3092,51,Female,No,48500,85,0,1,0,tempassistance,1,0,570.59,41-55
3093,37,Other,No,0,280,0,1,0,tempassistance,1,0,0.0,26-40
3094,28,Male,No,38000,245,0,1,1,noassistance,1,1,155.1,26-40
3095,33,Male,Yes,37000,300,1,0,0,noassistance,1,0,123.33,26-40
3096,68,Female,Yes,6500,362,1,0,0,noassistance,0,1,17.96,56-70
3097,48,Male,No,0,354,1,0,1,noassistance,1,0,0.0,41-55
3098,23,Female,No,0,316,0,0,0,permassistance,0,0,0.0,18-25
3099,36,Male,No,31500,9,0,0,1,permassistance,1,0,3500.0,26-40
3100,54,Female,No,28000,247,0,0,0,noassistance,1,0,113.36,41-55
3101,21,Male,No,36500,312,1,1,1,noassistance,1,1,116.99,18-25
3102,64,Male,No,46500,278,1,1,1,tempassistance,0,0,167.27,56-70
3103,21,Female,No,31000,238,0,1,0,noassistance,0,0,130.25,18-25
3104,37,Male,No,0,203,1,0,1,tempassistance,1,0,0.0,26-40
3105,27,Male,No,3000,247,1,0,0,permassistance,1,0,12.15,26-40
3106,41,Female,No,40500,235,0,1,0,noassistance,1,0,172.34,41-55
3107,52,Male,No,1000,81,1,0,0,noassistance,0,0,12.35,41-55
3108,43,Female,No,0,356,0,1,0,tempassistance,1,0,0.0,41-55
3109,54,Female,No,31500,13,0,1,0,permassistance,0,0,2423.08,41-55
3110,55,Female,No,13000,327,0,0,0,permassistance,1,0,39.76,41-55
3111,38,Male,No,45500,16,0,0,0,noassistance,1,0,2843.75,26-40
3112,57,Female,Yes,28500,45,1,0,0,noassistance,1,0,633.33,56-70
3113,56,Male,No,0,321,0,0,1,noassistance,0,0,0.0,56-70
3114,38,Male,No,47000,139,0,0,0,tempassistance,1,0,338.13,26-40
3115,27,Female,No,4000,326,0,0,0,noassistance,1,0,12.27,26-40
3116,55,Male,No,9000,148,0,1,0,noassistance,0,0,60.81,41-55
3117,63,Female,No,13000,355,0,0,1,tempassistance,1,0,36.62,56-70
3118,21,Male,Yes,0,236,0,1,0,tempassistance,1,0,0.0,18-25
3119,62,Female,No,19000,191,0,0,0,tempassistance,1,0,99.48,56-70
3120,37,Female,No,0,101,1,0,0,permassistance,1,0,0.0,26-40
3121,34,Male,No,13000,105,1,0,0,noassistance,1,0,123.81,26-40
3122,24,Male,No,9500,250,0,0,0,noassistance,0,0,38.0,18-25
3123,21,Female,No,36000,94,1,0,0,noassistance,1,0,382.98,18-25
3124,46,Male,Yes,38000,220,1,0,0,tempassistance,1,1,172.73,41-55
3125,31,Female,Yes,0,298,0,0,0,noassistance,0,0,0.0,26-40
3126,20,Male,Yes,10500,339,0,0,0,tempassistance,0,0,30.97,18-25
3127,41,Male,No,11000,133,1,1,0,tempassistance,0,0,82.71,41-55
3128,54,Female,No,0,361,0,1,0,noassistance,0,0,0.0,41-55
3129,33,Female,No,37500,155,0,0,0,tempassistance,0,1,241.94,26-40
3130,69,Female,No,32000,28,1,0,0,noassistance,0,0,1142.86,56-70
3131,21,Female,No,0,282,0,1,0,noassistance,0,0,0.0,18-25
3132,41,Female,No,10500,116,1,1,0,noassistance,0,0,90.52,41-55
3133,51,Male,No,0,305,0,1,0,tempassistance,1,0,0.0,41-55
3134,47,Other,No,27000,234,0,0,0,noassistance,1,0,115.38,41-55
3135,35,Female,No,0,1,0,0,0,noassistance,0,0,0.0,26-40
